,id,name,interest,_OS_CREATED_AT,OS_MERCHANT,OS_HANDLE,INFLUENCER_HANDLE,CODE
3,812,Lowe's,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
4,1061,Pottery Barn,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
5,1305,The Home Depot,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
6,1334,Toyota,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
7,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
8,1421,West Elm,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
9,14181,The Citizenry,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
10,14281,Wayfair,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
11,14287,Ace Hardware,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
12,14384,Summer Fridays,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1664431784
0,275,bonappetitmag,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
1,480,Etsy,"[{'id': 36, 'name': 'Art & Design'}, {'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
2,658,IKEA,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
3,812,Lowe's,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
4,1061,Pottery Barn,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
5,1305,The Home Depot,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
6,1334,Toyota,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
7,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
8,1421,West Elm,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
9,14181,The Citizenry,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
10,14281,Wayfair,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
11,14287,Ace Hardware,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
12,14384,Summer Fridays,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662975225
0,275,bonappetitmag,"[{'id': 139, 'name': 'Restaurants, Food & Grocery'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
1,480,Etsy,"[{'id': 36, 'name': 'Art & Design'}, {'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
2,658,IKEA,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
3,812,Lowe's,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
4,1061,Pottery Barn,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
5,1305,The Home Depot,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
6,1334,Toyota,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
7,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
8,1421,West Elm,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
9,14181,The Citizenry,"[{'id': 1560, 'name': 'Home Decor, Furniture & Garden'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
10,14281,Wayfair,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
11,14287,Ace Hardware,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
12,14384,Summer Fridays,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,blancobungalow,1662645531
0,368,Coachella,"[{'id': 3, 'name': 'Music'}, {'id': 36, 'name': 'Art & Design'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
1,649,Hyundai,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
2,1715,musical.ly,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662974744
0,368,Coachella,"[{'id': 3, 'name': 'Music'}, {'id': 36, 'name': 'Art & Design'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
1,649,Hyundai,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
2,1715,musical.ly,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1664431603
0,368,Coachella,"[{'id': 3, 'name': 'Music'}, {'id': 36, 'name': 'Art & Design'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
1,649,Hyundai,"[{'id': 1826, 'name': 'Cars & Motorbikes'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
2,1715,musical.ly,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,soydonn,1662645690
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
1,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
2,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
3,249,Billabong,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
4,527,Forever 21,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
5,533,Free People,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
6,578,GoPro,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
7,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
8,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
9,1714,LIKEtoKNOW.it,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
10,1808,Paige,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662974742
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
1,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
2,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
3,249,Billabong,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
4,527,Forever 21,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
5,533,Free People,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
6,578,GoPro,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
7,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
8,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
9,1714,LIKEtoKNOW.it,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
10,1808,Paige,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1664432130
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
1,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
2,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
3,249,Billabong,"[{'id': 33, 'name': 'Activewear'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
4,527,Forever 21,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
5,533,Free People,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
6,578,GoPro,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
7,1377,Vans,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
8,1408,Walt Disney,"[{'id': 190, 'name': 'Toys, Children & Baby'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
9,1714,LIKEtoKNOW.it,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
10,1808,Paige,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,falonbrianne,1662645717
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
2,827,Macy's,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
3,956,Nike,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
4,957,Nikon,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
5,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
6,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1664431701
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
2,827,Macy's,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
3,956,Nike,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
4,957,Nikon,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
5,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
6,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662974816
0,57,Airbnb,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
1,138,Apple,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
2,827,Macy's,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
3,956,Nike,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
4,957,Nikon,"[{'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
5,1781,SheInside,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
6,14232,shein,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,wanderesskriti,1662645392
0,,,"[{'id': None, 'name': None}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662645707
0,,,"[{'id': None, 'name': None}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1664431610
0,,,"[{'id': None, 'name': None}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,e.stis,1662975110
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
1,1145,Sam's Club,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
2,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
3,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
4,14422,L.L. Bean,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1664431798
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
1,1145,Sam's Club,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
2,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
3,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
4,14422,L.L. Bean,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662645508
0,105,Amazon,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
1,1145,Sam's Club,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
2,1308,The Olympic Games,"[{'id': 21, 'name': 'Sports'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
3,1407,Walmart,"[{'id': 7, 'name': 'Shopping & Retail'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
4,14422,L.L. Bean,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,raisingmavericks,1662975071
0,109,American Apparel,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
1,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
2,212,Barbie,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
3,353,Christian Louboutin,"[{'id': 1500, 'name': 'Luxury Goods'}, {'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
4,496,FashionNova,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
5,533,Free People,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
6,1065,Preloved,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
7,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
8,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
9,1912,NYX Cosmetics,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
10,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662974779
0,109,American Apparel,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
1,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
2,212,Barbie,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
3,353,Christian Louboutin,"[{'id': 1500, 'name': 'Luxury Goods'}, {'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
4,496,FashionNova,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
5,533,Free People,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
6,1065,Preloved,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
7,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
8,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
9,1912,NYX Cosmetics,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
10,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1662646058
0,109,American Apparel,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
1,162,ASOS,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
2,212,Barbie,,2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
3,353,Christian Louboutin,"[{'id': 1500, 'name': 'Luxury Goods'}, {'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
4,496,FashionNova,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
5,533,Free People,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
6,1065,Preloved,"[{'id': 25, 'name': 'Electronics & Computers'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
7,1338,Travelgram,"[{'id': 25, 'name': 'Electronics & Computers'}, {'id': 43, 'name': 'Travel, Tourism & Aviation'}, {'id': 11, 'name': 'Camera & Photography'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
8,1446,Zara,"[{'id': 13, 'name': 'Clothes, Shoes, Handbags & Accessories'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
9,1912,NYX Cosmetics,"[{'id': 80, 'name': 'Beauty & Cosmetics'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
10,13891,Gymshark,"[{'id': 196, 'name': 'Fitness & Yoga'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
11,14196,Trip,"[{'id': 43, 'name': 'Travel, Tourism & Aviation'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,rina.livinglife,1664431953
0,352,Christian Dior,"[{'id': 1500, 'name': 'Luxury Goods'}]",2022-10-21 11:05:17.701729,Epiphanie,epiphanie.co,mamavamerice,1662645498
